seed,strategy,pair_id,cluster,core_set_distance,uncertainty,vector_norm,source_state
42,random,Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp || Trajectories/2022-02-06/147_RR220206A_1024C_1953.bmp,3,,,23.92970119548818,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-02-06/068_RR220206A_362C_1759.bmp || Trajectories/2022-04-11/030_RR220411A_291C_1437.bmp,4,,,22.148517078940934,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-02-04/262_RR220204A_793C_1932.bmp || Trajectories/2022-04-11/359_RR220411A_675C_1926.bmp,11,,,22.11523386178788,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-04-11/397_RR220411A_528C_1948.bmp || Trajectories/2022-04-11/443_RR220411A_303C_2007.bmp,5,,,24.564902413034304,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-04-11/111_RR220411A_536C_1546.bmp || Trajectories/2022-04-11/175_RR220411A_765C_1645.bmp,0,,,21.82765942522444,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-02-04/174_RR220204A_527C_1818.bmp || Trajectories/2022-04-11/164_RR220411A_724C_1635.bmp,6,,,23.478883447278147,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp || Trajectories/2022-04-11/383_RR220411A_597C_1941.bmp,12,,,25.446279072733564,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-04-11/320_RR220411A_824C_1901.bmp || Trajectories/2022-04-11/332_RR220411A_756C_1911.bmp,12,,,24.31345657144823,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-02-04/022_RR220204A_981C_0127.bmp || Trajectories/2022-02-04/114_RR220204A_440C_1738.bmp,3,,,23.365252045833987,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-02-06/016_RR220206A_165C_1704-03.bmp || Trajectories/2022-04-11/011_RR220411A_219C_1424.bmp,14,,,20.986228723035666,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-02-04/219_RR220204A_668C_1852.bmp || Trajectories/2022-02-06/191_RR220206A_960C_2056.bmp,13,,,22.24439657881138,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-02-06/163_RR220206A_1105C_2015.bmp || Trajectories/2022-02-06/249_RR220206A_638C_2210.bmp,13,,,22.862240770335855,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
42,random,Trajectories/2022-02-06/129_RR220206A_912C_1929.bmp || Trajectories/2022-04-11/217_RR220411A_857C_1718.bmp,18,,,24.972182421652967,/content/quantum rheed codex/result/professor_validation/final_comparison/jobs/000_stage-final_comparison_epoch-3_seed-42_strategy-random_lambda-0p5_budget-100/job_state.json
